airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline
negative,1.0,Customer Service Issue,0.6989,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Customer Service Issue,0.6596,US Airways
negative,0.6344,Cancelled Flight,0.3333,US Airways
negative,1.0,Can't Tell,0.6424,US Airways
negative,1.0,Cancelled Flight,0.6456,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,0.6482,Lost Luggage,0.3241,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Can't Tell,0.66,US Airways
negative,1.0,Customer Service Issue,0.6759,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,longlines,0.3367,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,0.6827,US Airways
positive,0.63,no_complaint,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,0.6482,US Airways
negative,1.0,Flight Booking Problems,1.0,US Airways
negative,1.0,Late Flight,0.6111,US Airways
negative,1.0,Lost Luggage,0.3715,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Flight Attendant Complaints,0.6867,US Airways
positive,0.6556,no_complaint,1.0,US Airways
negative,1.0,Can't Tell,0.6623,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Lost Luggage,0.3478,US Airways
neutral,0.6516,no_complaint,1.0,US Airways
negative,0.6511,Lost Luggage,0.6511,US Airways
negative,0.6816,Flight Booking Problems,0.352,US Airways
negative,0.6576,Flight Booking Problems,0.6576,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,0.6698,Flight Attendant Complaints,0.3503,US Airways
negative,1.0,Customer Service Issue,0.347,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,0.6677,Customer Service Issue,0.3345,US Airways
negative,1.0,Bad Flight,0.3684,US Airways
negative,1.0,Customer Service Issue,0.6608,US Airways
negative,1.0,Customer Service Issue,0.6739,US Airways
negative,1.0,Flight Booking Problems,0.3813,US Airways
negative,1.0,Can't Tell,0.6667,US Airways
negative,1.0,Can't Tell,0.6397,US Airways
negative,0.6768,Flight Booking Problems,0.3434,US Airways
negative,0.6519,Can't Tell,0.3311,US Airways
negative,1.0,Late Flight,0.6773,US Airways
negative,0.6489,Customer Service Issue,0.3511,US Airways
negative,0.6737,Lost Luggage,0.6737,US Airways
negative,1.0,Bad Flight,0.3684,US Airways
negative,0.6739,Customer Service Issue,0.6739,US Airways
negative,0.634,Customer Service Issue,0.634,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
positive,0.6871,no_complaint,0.0,US Airways
negative,1.0,Late Flight,0.6585,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
positive,0.6678,no_complaint,0.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
neutral,0.6847,no_complaint,0.0,US Airways
negative,1.0,longlines,0.3609,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Damaged Luggage,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Late Flight,0.617,US Airways
negative,1.0,Customer Service Issue,0.6963,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,0.6806,Customer Service Issue,0.6806,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Cancelled Flight,0.6717,US Airways
negative,0.6652,Can't Tell,0.3456,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,0.6845,no_complaint,0.0,US Airways
neutral,0.6765,no_complaint,0.0,US Airways
negative,1.0,Can't Tell,1.0,US Airways
negative,0.7102,Customer Service Issue,0.7102,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,0.6819,Lost Luggage,0.6819,US Airways
negative,0.6536,Lost Luggage,0.6536,US Airways
positive,0.6505,no_complaint,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
positive,0.6554,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6583,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Flight Booking Problems,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6747,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,0.6762,Customer Service Issue,0.6762,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
positive,0.6445,no_complaint,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
neutral,0.6854,no_complaint,0.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Late Flight,0.347,US Airways
negative,1.0,Can't Tell,0.6542,US Airways
negative,0.68,Can't Tell,0.35,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Bad Flight,1.0,US Airways
negative,1.0,Can't Tell,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
negative,0.6547,Flight Booking Problems,0.3353,US Airways
negative,1.0,Cancelled Flight,0.6923,US Airways
neutral,0.6507,no_complaint,0.0,US Airways
negative,1.0,longlines,1.0,US Airways
neutral,0.6351,no_complaint,0.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,0.6275,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,0.6817,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,0.6743,Late Flight,0.3668,US Airways
neutral,0.6551,no_complaint,0.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Flight Booking Problems,0.6655,US Airways
positive,0.6983,no_complaint,0.0,US Airways
neutral,0.6923,no_complaint,0.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,0.6773,Flight Booking Problems,0.3489,US Airways
negative,0.6227,Late Flight,0.3168,US Airways
negative,1.0,Lost Luggage,0.6774,US Airways
neutral,0.6762,no_complaint,0.0,US Airways
negative,1.0,Customer Service Issue,0.6725,US Airways
negative,0.6734,Flight Attendant Complaints,0.3573,US Airways
negative,0.6648,Late Flight,0.3541,US Airways
negative,1.0,Flight Attendant Complaints,0.6545,US Airways
positive,1.0,no_complaint,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
positive,0.6688,no_complaint,0.0,US Airways
negative,0.6524,Flight Booking Problems,0.3367,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,0.3638,Flight Attendant Complaints,0.3638,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Flight Attendant Complaints,0.6421,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,0.3768,US Airways
negative,1.0,Customer Service Issue,0.6809,US Airways
negative,1.0,Customer Service Issue,0.6691,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,0.6497,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Late Flight,0.6842,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,0.7123,Customer Service Issue,0.3837,US Airways
negative,0.6731,Can't Tell,0.6731,US Airways
negative,1.0,Cancelled Flight,0.3707,US Airways
negative,1.0,Customer Service Issue,0.6458,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Bad Flight,0.3527,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,0.6677,Late Flight,0.6677,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Can't Tell,1.0,US Airways
negative,1.0,Can't Tell,0.3735,US Airways
negative,1.0,Customer Service Issue,0.3437,US Airways
neutral,0.6737,no_complaint,1.0,US Airways
negative,1.0,Flight Attendant Complaints,0.7002,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Flight Attendant Complaints,1.0,US Airways
negative,0.6672,Flight Attendant Complaints,0.3606,US Airways
negative,1.0,Late Flight,0.7208,US Airways
negative,1.0,Can't Tell,0.6608,US Airways
negative,0.6552,Flight Attendant Complaints,0.355,US Airways
negative,0.6519,Cancelled Flight,0.347,US Airways
neutral,0.6739,no_complaint,0.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Cancelled Flight,0.3511,US Airways
negative,0.7132,Can't Tell,0.7132,US Airways
negative,1.0,Customer Service Issue,0.6619,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
negative,0.6625,Late Flight,0.6625,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,0.6957,Bad Flight,0.3804,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Bad Flight,0.6769,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Late Flight,0.3511,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Flight Attendant Complaints,0.6803,US Airways
positive,1.0,no_complaint,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Flight Attendant Complaints,0.3456,US Airways
negative,1.0,Late Flight,0.6531,US Airways
neutral,0.3441,no_complaint,0.0,US Airways
negative,1.0,Late Flight,0.6997,US Airways
positive,1.0,no_complaint,1.0,US Airways
positive,0.6772,no_complaint,0.0,US Airways
negative,0.7072,Late Flight,0.7072,US Airways
negative,1.0,Customer Service Issue,0.696,US Airways
negative,1.0,Late Flight,0.6667,US Airways
negative,0.6843,Can't Tell,0.6843,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Customer Service Issue,0.6855,US Airways
negative,1.0,Customer Service Issue,0.6943,US Airways
positive,1.0,no_complaint,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Late Flight,0.6664,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,0.6609999999999999,Cancelled Flight,0.6609999999999999,US Airways
negative,1.0,Flight Attendant Complaints,0.3394,US Airways
negative,1.0,Flight Attendant Complaints,0.6729,US Airways
negative,0.6634,Can't Tell,0.6634,US Airways
negative,0.6661,Customer Service Issue,0.6661,US Airways
negative,0.6865,Flight Attendant Complaints,0.3453,US Airways
negative,1.0,Flight Attendant Complaints,1.0,US Airways
negative,1.0,Cancelled Flight,0.6314,US Airways
negative,1.0,Customer Service Issue,0.6678,US Airways
negative,1.0,Can't Tell,1.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,0.6421,Late Flight,0.6421,US Airways
negative,1.0,Customer Service Issue,0.6701,US Airways
neutral,0.6429,no_complaint,0.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Can't Tell,0.6992,US Airways
negative,1.0,Bad Flight,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6759999999999999,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Late Flight,0.6599,US Airways
negative,1.0,Late Flight,0.6659999999999999,US Airways
negative,1.0,Bad Flight,1.0,US Airways
negative,1.0,Late Flight,0.6767,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,0.6544,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
positive,0.6584,no_complaint,0.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
positive,0.6854,no_complaint,1.0,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
neutral,0.6803,no_complaint,0.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,0.6627,Can't Tell,0.3373,US Airways
negative,1.0,Customer Service Issue,0.6762,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
positive,0.6742,no_complaint,0.0,US Airways
negative,0.6356,Late Flight,0.3355,US Airways
negative,1.0,Flight Attendant Complaints,1.0,US Airways
positive,0.66,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.7158,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,0.6556,Late Flight,0.6556,US Airways
negative,1.0,Flight Booking Problems,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,0.3558,Can't Tell,0.3558,US Airways
negative,1.0,Late Flight,0.3457,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6619,US Airways
negative,1.0,Bad Flight,0.6768,US Airways
negative,1.0,Customer Service Issue,0.6727,US Airways
negative,1.0,Customer Service Issue,0.6522,US Airways
negative,1.0,Customer Service Issue,0.6471,US Airways
positive,0.6404,no_complaint,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Flight Attendant Complaints,0.6706,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,0.6775,Flight Booking Problems,0.3535,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,0.6458,Bad Flight,0.6458,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6776,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Customer Service Issue,0.6686,US Airways
negative,1.0,Can't Tell,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6498,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Cancelled Flight,0.6309,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Bad Flight,0.3631,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,0.6644,Customer Service Issue,0.6644,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
positive,0.6913,no_complaint,0.0,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Late Flight,0.6464,US Airways
negative,1.0,Flight Attendant Complaints,0.6673,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
negative,0.6449,Cancelled Flight,0.3285,US Airways
positive,1.0,no_complaint,1.0,US Airways
positive,0.6637,no_complaint,0.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
positive,0.6762,no_complaint,1.0,US Airways
positive,0.6507,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6633,US Airways
negative,0.6677,Bad Flight,0.3602,US Airways
negative,1.0,Flight Booking Problems,1.0,US Airways
negative,1.0,Cancelled Flight,0.6606,US Airways
negative,1.0,Bad Flight,0.6531,US Airways
negative,1.0,longlines,0.6487,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Flight Booking Problems,1.0,US Airways
positive,0.3678,no_complaint,0.0,US Airways
negative,1.0,Customer Service Issue,0.6606,US Airways
positive,0.6714,no_complaint,0.0,US Airways
negative,0.6667,Lost Luggage,0.6667,US Airways
negative,1.0,longlines,1.0,US Airways
negative,1.0,Customer Service Issue,0.352,US Airways
negative,1.0,Customer Service Issue,0.6444,US Airways
neutral,0.6459,no_complaint,0.0,US Airways
negative,1.0,Customer Service Issue,0.664,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,0.6906,no_complaint,0.0,US Airways
negative,1.0,Late Flight,0.6759999999999999,US Airways
negative,1.0,Flight Attendant Complaints,1.0,US Airways
negative,1.0,Cancelled Flight,0.6839,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Customer Service Issue,0.6845,US Airways
negative,1.0,Flight Booking Problems,0.3603,US Airways
negative,1.0,Late Flight,0.3545,US Airways
negative,1.0,Flight Attendant Complaints,1.0,US Airways
negative,1.0,Flight Attendant Complaints,0.6923,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Bad Flight,0.3733,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,0.6659,no_complaint,0.0,US Airways
neutral,0.6745,no_complaint,0.0,US Airways
positive,0.6858,no_complaint,0.0,US Airways
negative,1.0,Flight Attendant Complaints,0.6419,US Airways
negative,1.0,Flight Booking Problems,0.708,US Airways
neutral,0.6845,no_complaint,0.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,0.6458,Flight Booking Problems,0.3333,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Can't Tell,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Late Flight,0.7078,US Airways
negative,1.0,Late Flight,0.6768,US Airways
negative,1.0,Flight Attendant Complaints,0.6849,US Airways
neutral,0.6829999999999999,no_complaint,0.0,US Airways
positive,0.6291,no_complaint,0.0,US Airways
negative,0.6955,Can't Tell,0.3531,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
negative,0.69,Flight Attendant Complaints,0.36,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6867,US Airways
neutral,0.6632,no_complaint,0.0,US Airways
negative,0.6535,Late Flight,0.3366,US Airways
positive,1.0,no_complaint,1.0,US Airways
negative,1.0,Bad Flight,0.3789,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Can't Tell,1.0,US Airways
positive,0.6727,no_complaint,0.0,US Airways
negative,1.0,Flight Attendant Complaints,1.0,US Airways
negative,1.0,Cancelled Flight,0.6474,US Airways
negative,1.0,Customer Service Issue,0.3505,US Airways
negative,1.0,Customer Service Issue,0.6738,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,0.6484,Late Flight,0.3407,US Airways
neutral,1.0,no_complaint,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Flight Booking Problems,0.6581,US Airways
positive,0.679,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6454,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Cancelled Flight,0.3431,US Airways
negative,1.0,Cancelled Flight,0.6995,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
negative,1.0,Can't Tell,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,longlines,0.6909,US Airways
negative,0.6916,Customer Service Issue,0.6916,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Flight Booking Problems,0.6809,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Cancelled Flight,0.672,US Airways
negative,0.6447,Customer Service Issue,0.3278,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
positive,0.6718,no_complaint,1.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Customer Service Issue,0.6889,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Cancelled Flight,0.6959,US Airways
positive,0.6939,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,0.6275,US Airways
negative,1.0,Flight Booking Problems,0.6611,US Airways
negative,0.6515,Late Flight,0.6515,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,1.0,Customer Service Issue,0.3596,US Airways
negative,1.0,longlines,0.6989,US Airways
neutral,0.6379,no_complaint,0.0,US Airways
negative,1.0,Cancelled Flight,1.0,US Airways
positive,1.0,no_complaint,1.0,US Airways
positive,0.6729,no_complaint,1.0,US Airways
negative,1.0,Late Flight,1.0,US Airways
negative,1.0,Late Flight,0.6787,US Airways
negative,1.0,Customer Service Issue,0.6577,US Airways
negative,1.0,Bad Flight,0.6201,US Airways
positive,0.6664,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Lost Luggage,1.0,US Airways
negative,0.667,Can't Tell,0.3533,US Airways
neutral,0.6383,no_complaint,0.0,US Airways
negative,0.6907,Customer Service Issue,0.6907,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
negative,1.0,Cancelled Flight,0.6774,US Airways
negative,1.0,Cancelled Flight,0.6511,US Airways
negative,1.0,Bad Flight,0.3476,US Airways
negative,1.0,Bad Flight,0.337,US Airways
negative,0.6716,Late Flight,0.6716,US Airways
negative,1.0,Customer Service Issue,0.6838,US Airways
negative,1.0,Customer Service Issue,0.6963,US Airways
negative,1.0,Customer Service Issue,0.7188,US Airways
negative,1.0,Customer Service Issue,1.0,US Airways
neutral,1.0,no_complaint,1.0,US Airways
negative,1.0,Customer Service Issue,1.0,American
neutral,0.6667,no_complaint,1.0,American
negative,0.6316,Bad Flight,0.3164,American
negative,0.6846,Flight Booking Problems,0.6846,American
negative,0.6547,Late Flight,0.3331,American
negative,1.0,Flight Booking Problems,0.6796,American
negative,0.667,Customer Service Issue,0.3341,American
positive,0.6604,no_complaint,1.0,American
negative,1.0,Flight Attendant Complaints,1.0,American
negative,0.6889,Can't Tell,0.3444,American
neutral,0.6742,no_complaint,1.0,American
negative,0.6449,longlines,0.3339999999999999,American
neutral,0.6767,no_complaint,0.0,American
negative,1.0,Flight Booking Problems,0.3488,American
negative,1.0,Flight Booking Problems,0.3448,American
neutral,0.3474,no_complaint,0.0,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Customer Service Issue,0.6641,American
negative,1.0,Bad Flight,0.67,American
neutral,1.0,no_complaint,1.0,American
neutral,0.6529,no_complaint,0.0,American
negative,1.0,Late Flight,0.6997,American
negative,1.0,Flight Booking Problems,0.6694,American
neutral,1.0,no_complaint,1.0,American
positive,0.7047,no_complaint,1.0,American
negative,1.0,Bad Flight,0.3447,American
neutral,1.0,no_complaint,1.0,American
negative,0.6703,Customer Service Issue,0.6703,American
negative,1.0,Late Flight,1.0,American
negative,1.0,Cancelled Flight,1.0,American
positive,0.6712,no_complaint,1.0,American
neutral,0.6544,no_complaint,1.0,American
neutral,0.6911,no_complaint,1.0,American
positive,0.6666,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Customer Service Issue,1.0,American
positive,0.6639,no_complaint,1.0,American
neutral,0.6632,no_complaint,1.0,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Late Flight,1.0,American
positive,0.7012,no_complaint,0.0,American
negative,1.0,Late Flight,1.0,American
negative,1.0,Cancelled Flight,0.6421,American
negative,1.0,Customer Service Issue,0.3779999999999999,American
neutral,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Late Flight,1.0,American
negative,1.0,Flight Attendant Complaints,0.6563,American
negative,0.6725,Flight Booking Problems,0.6725,American
positive,0.6628,no_complaint,1.0,American
negative,0.6507,Bad Flight,0.3493,American
positive,0.6882,no_complaint,1.0,American
positive,0.6529,no_complaint,1.0,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Flight Booking Problems,0.6368,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Bad Flight,0.6397,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Late Flight,0.6559,American
positive,1.0,no_complaint,1.0,American
positive,0.6752,no_complaint,0.0,American
negative,0.6772,Cancelled Flight,0.3829,American
positive,1.0,no_complaint,1.0,American
negative,0.6806,Can't Tell,0.6806,American
neutral,0.6775,no_complaint,0.0,American
negative,1.0,Lost Luggage,1.0,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Lost Luggage,0.6593,American
negative,1.0,Late Flight,1.0,American
negative,1.0,Lost Luggage,1.0,American
negative,1.0,Late Flight,0.6585,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Cancelled Flight,0.6304,American
positive,1.0,no_complaint,1.0,American
neutral,0.6503,no_complaint,0.0,American
neutral,0.6593,no_complaint,0.0,American
negative,1.0,Bad Flight,0.379,American
negative,1.0,Customer Service Issue,0.6341,American
negative,1.0,Cancelled Flight,1.0,American
negative,1.0,Cancelled Flight,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Late Flight,0.6762,American
positive,1.0,no_complaint,1.0,American
neutral,1.0,no_complaint,1.0,American
negative,1.0,Lost Luggage,0.6612,American
negative,0.6712,Can't Tell,0.3356,American
negative,1.0,Customer Service Issue,1.0,American
negative,1.0,Customer Service Issue,0.6701,American
negative,1.0,Customer Service Issue,0.6523,American
negative,0.6517,Bad Flight,0.3379999999999999,American
neutral,1.0,no_complaint,1.0,American
negative,0.6463,Can't Tell,0.6463,American
negative,1.0,Cancelled Flight,1.0,American
negative,0.6598,Cancelled Flight,0.6598,American
positive,1.0,no_complaint,1.0,American
neutral,0.6739,no_complaint,1.0,American
negative,1.0,Cancelled Flight,1.0,American
positive,1.0,no_complaint,1.0,American
positive,1.0,no_complaint,1.0,American
negative,1.0,Cancelled Flight,1.0,American
negative,1.0,Lost Luggage,0.6701,American
negative,1.0,Late Flight,0.6667,American
negative,1.0,Flight Attendant Complaints,1.0,American
negative,1.0,Customer Service Issue,0.6277,American
